顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
50137,㈱みつ和,920-0902,石川県金沢市,尾張町2-5-14,,076-221-3188
50138,㈱ベルセレマ 金沢 衣裳室,920-0364,石川県金沢市,松島1-30,,076-240-1105
50139,オーボランジェ㈲和光,951-8106,新潟県新潟市中央区,東大畑通1-647-1,,025-222-1462
50140,染色補正 彩徳,169-0075,東京都新宿区,高田馬場4-19-2,,03-3362-5660
50141,㈱オークス 衣裳相談窓口,926-0816,石川県七尾市,藤橋町ﾃ17-1,,0767-53-0108
50142,㈱ヤングドライ 武生支店*閉所,915-0816,福井県越前市,小松2-14-21,,0778-21-5003
50143,ラヴィーナ加古川,675-0021,兵庫県加古川市,尾上町安田413-1,,079-427-1000
50144,㈱よしお,668-0045,兵庫県豊岡市,城南町4-11,,0796-23-4477
50145,㈱コカジﾞ,562-0035,大阪府箕面市,船場東1-9-32,,072-726-5225
50146,㈱南愛知冠婚葬祭互助会,475-0925,愛知県半田市,宮本町6-215-1,,0569-21-2222
50147,㈱アスピカ レガピオーレ,500-8358,岐阜県岐阜市,六条南1-9-30,,058-272-1717
50148,㈱平安閣,491-0005,愛知県一宮市,西大海道金底77-1,,0586-81-0090
50149,㈱アメリ,460-0008,愛知県名古屋市中区,栄4-6-1,ﾍﾞｽﾄｳｴｽﾀﾝﾎﾃﾙ 3F,052-269-3188
50150,㈱アスピカ,501-6255,岐阜県羽島市,福寿町浅平1-44,,058-392-8880
50151,㈱アスピカ フェンテ･グランデ,503-0864,岐阜県大垣市,南頬町1-159,,0584-82-0022
50152,㈲丸幸,922-0334,石川県加賀市,西島町ﾙ17-1,,07617-7-2828
50153,ワタベウェディング㈱,460-0003,愛知県名古屋市中区,錦1-18-22,,052-218-4111
50154,㈱バリュープランニング,651-0061,兵庫県神戸市中央区,上筒井通6-1-5,,078-230-3034
50155,ワタベウエディング㈱,600-8540,京都府京都市下京区,四条通烏丸東入長刀鉾町20,四条烏丸FTｽｸｴｱ,075-352-4111
50156,㈲ヤングドライ高岡 中川支店,454-0815,愛知県名古屋市中川区,長良町4-133,,052-354-9700
50157,ワタベウェディング㈱ 名駅店,450-0002,愛知県名古屋市中村区,名駅2-26-22,名駅ﾋﾞﾙﾃﾞｨﾝｸﾞ1階,052-571-4111
50158,彩工房イワサ,910-0015,福井県福井市,二の宮5-6-11,,0776-23-2638
50159,㈱クレールコーポレーション,450-0002,愛知県名古屋市中村区,名駅3-19-18,ｺｽﾁｭｰﾑ6F,052-561-7727
50160,太谷㈱ 福井営業所,910-0853,福井県福井市,城東4-29-12,,0776-27-2244
50161,ワタベウエディング㈱,615-0046,京都府京都市右京区,西院西溝崎町20,,075-322-4110
50162,㈱吉崎,623-0222,京都府綾部市,栗町下沼上1,,0773-42-1127
50163,ANIIA㈱ 名古屋店,497-0058,愛知県海部郡蟹江町,富吉1-536,MIYOSHI BLD 2F,0567-69-6082
50164,井上衣裳店,633-0253,奈良県宇陀市,榛原萩原2429-10,,0745-82-0041
50165,㈱みつ和 七尾店,926-0021,石川県七尾市,本府中町ヲ部3-1,,
50166,日野工業㈱,547-0042,大阪府大阪市平野区,平野市町2-3-24,,06-6794-1021
50167,中央ドライ,930-0975,富山県富山市,西長江3-2-3,,076-423-9344
50168,㈲千代屋,626-0013,京都府宮津市,住吉1816,,0772-22-1165
50169,チャコット㈱ 上田物流センター,386-1106,長野県上田市,小泉794-5,,0268-28-6311
50170,㈱Dressmore 大阪,542-0081,大阪府大阪市中央区,南船場2-6-12,SEDIC PLACE 2F,06-6266-0069
50171,㈱ラコーム,911-0034,福井県勝山市,滝波町1-218,,0779-87-1291
50616,㈱サンレー アフロディーテ珠洲店,927-1213,石川県珠洲市,野々江町ﾕ36-1,,0768-82-4725
50617,㈱セルビス サンパレス,599-8237,大阪府堺市中区,深井水池町3288,,072-278-2211
50618,ラ･メゾンSuiteりんくう,598-0048,大阪府泉佐野市,りんくう往来北2-48,,072-458-2000
50619,ウエヤマ㈱,626-0013,京都府宮津市,住吉1816,,0772-22-4392
50620,ハドソンウェディング 宇多津店,769-0202,香川県綾歌郡宇多津町,浜二番丁18-3,,087-756-7505
50621,㈲巨洋物産 Marsha K,102-0094,東京都千代田区,紀尾井町3-29,紀尾井町ﾛｲﾔﾙﾊｲﾂ701,03-6883-9736
50622,㈱ノバレーゼ,530-0001,大阪府大阪市北区,梅田2-2-2,ﾋﾙﾄﾝﾌﾟﾗｻﾞｳｴｽﾄｵﾌｨｽﾀﾜｰ16F,06-4795-7117
50623,㈱ノバレーゼ,030-0843,青森県青森市,浜田3-1-1,1階D102,017-762-3663
50624,㈱ノバレーゼ,370-0006,群馬県高崎市,問屋町1-11-5,,027-370-9933
50625,㈱ノバレーゼ,963-8025,福島県郡山市,桑野1-11-17,郡山モノリス内,024-927-5510
51000,株式会社　あおき　　　　ｵﾘ,939-8132,富山県富山市,月岡町6-1339-2,,076-429-5588
51001,PHOTOHOUSE Heroes 寺井写真館　ｵﾘ,923-1121,石川県能美市,寺井町59-1,,0761-57-0231
51002,有限会社　丸幸　　　　ｵﾘ,922-0334,石川県加賀市,西島町ﾙ-17-1,,0761-77-2828
51003,加賀写真館　　　　　ｵﾘ,922-0811,石川県加賀市,大聖寺南町ホ34,,0761-72-4677
51004,フォトハウス・クルール　　ｵﾘ,939-1364,富山県砺波市,豊町2-17-5,,0763-33-2277
51005,㈱ハヤカワ 福CL,910-0001,福井県福井市,大願寺1-6-27,,0776-23-0037
51006,㈱アスピカ ブランピュール,910-0015,福井県福井市,二の宮4-6-16,,0776-25-8900
51007,㈱アンテリーベ 河原町店,604-8027,京都府京都市中京区,河原町通蛸薬師下る塩屋町344,日新河原町ﾋﾞﾙ6・7F,075-212-6552
51008,㈱アンテリーベ,530-0011,大阪府大阪市北区,大深町4-20,ｸﾞﾗﾝﾌﾛﾝﾄ大阪ﾀﾜｰA(南館)15F,06-6377-1600
51009,㈱アンテリーベ 銀座店,104-0061,東京都中央区,銀座12-6,CURA GINZA 3F,03-3569-0370
51010,㈱アンテリーベ 芦屋,659-0092,兵庫県芦屋市,大原町5-2,              ﾎﾟﾄﾗﾋﾞﾙ1･2F,0797-23-7887
52050,㈲レディアンス,700-0912,岡山県岡山市北区,大供表町3-1,,086-226-5000
52051,㈱アンテリーベ 江坂店,564-0054,大阪府吹田市,芳野町13-10,miaviaｱﾄﾘｴ棟 1F,06-6380-3118
52052,㈱アスピカ 流通,915-0804,福井県越前市,新保30-35-2,,0778-24-3390
52053,㈱LINES.inc.,340-0162,埼玉県幸手市,下川崎860-3,,0480-48-5648
52054,㈱meets,790-0004,愛媛県松山市,大街道3-2-12,,089-915-6707
52055,富山オークスセレモニーセンター,930-0801,富山県富山市,中島4-2-14,,076-432-9854
52056,アイ･ケイ･ケイ㈱ 神戸,650-0045,兵庫県神戸市中央区,港島1-116,,078-321-5125
52057,㈲福井油脂商会,910-0384,福井県坂井市,丸岡町四ツ屋6-11-1,,0776-67-6621
52058,ネームレス,924-0847,石川県白山市,内方新保町7,,090-7087-9798
52059,㈱アスピカ BGHレジーナ,,,,,
52060,㈱アルファブランカ,919-1305,福井県三方上中郡若狭町,北前川74号今古1-1,,0770-45-2311
52061,㈲エフ･アンジェリ,542-0086,大阪府大阪市中央区,西心斎橋1-5-5,ｱｰﾊﾞﾝBLD心斎橋7F,06-6252-0808
52062,㈱スタジオ ニコフィルム,683-0805,鳥取県米子市,西福原5-6-12,TREE'S 2F,0859-31-3337
52063,㈱ジャパンビジュアルサポート,939-2716,富山県富山市,婦中町下轡田165-1,ﾌｧﾎﾞｰﾚ2F,076-465-1402
52064,アイ･ケイ･ケイ㈱ 東京,135-0061,東京都江東区,豊洲6-5-33,（豊洲ぐるり公園内）,03-5548-7606
52065,㈱つぼた衣裳,910-0004,福井県福井市,宝永4-19-8,,0776-21-4747
52066,きものメンテナンス さかもと,917-0072,福井県小浜市,千種2-4-14,,0770-52-1871
52067,(合)染と織のやまざき,511-0073,三重県桑名市,北寺町34,,0594-22-1377
52068,㈲貸衣裳の和楽,939-8072,富山県富山市,堀川町338,,076-422-5225
52069,Ambihone株式会社,540-0002,大阪府大阪市中央区,大阪城3-1,JO-TERRACE OSAKA Eﾃﾗｽ,06-4790-8880
52070,㈱原田屋,754-0002,山口県山口市,小郡下郷867-30,,083-972-0316
52071,三恵メリヤス㈱,530-0015,大阪府大阪市北区,中崎西2-3-28,,06-6371-0498
52072,ビューティーライフ ソフィア,289-2144,千葉県匝瑳市,八日市場ｲ-66-1,,0479-72-0828
52073,Embellir,910-0067,福井県福井市,新田塚2-93-5,,090-1639-7602
52074,㈱CLOUD,920-8203,石川県金沢市,鞍月5-74,,076-287-3749
52075,㈱イワタグループ,910-0224,福井県坂井市,丸岡町八ケ郷21-7-1,,0776-68-5050
52076,㈲つるや本店,652-0006,兵庫県神戸市兵庫区,神田町28-10,,078-361-0932
52077,㈱岩本貸衣裳店,910-0004,福井県福井市,宝永4-1-7,,0776-24-6434
52078,㈱寿光,600-8413,京都府京都市下京区,烏丸通仏光寺下ﾙ大政町685,京都四条烏丸ﾋﾞﾙ8階,075-352-4122
52079,㈱岩本貸衣裳店　敦賀店,914-0811,福井県敦賀市,中央町1丁目3-7,,0770-25-8181
52080,㈱松川レピヤン,910-0314,福井県坂井市,丸岡町舛田20-5-1,,0776-66-0158
52081,㈱ベストアニバーサリー 商品管理部,135-0043,東京都江東区,塩浜2-4-20,浪速運送東京ｾﾝﾀｰ内,03-6703-6163
52082,ブライダル京洛,921-8041,石川県金沢市,泉3-1-3,,076-243-7533
52083,OVER THE MOON DRESS,630-0222,奈良県生駒市,壱分町188-1,ﾍﾞﾙｺｰﾄ生駒201号室,050-3631-4013
52084,㈲いせや写真館,656-0002,兵庫県洲本市,中川原町中川原82,,0799-20-9004
52086,松尾㈱,562-0035,大阪府箕面市,船場東1丁目11番13号,林ﾋﾞﾙ7F,072-729-1941
52087,(同)blanca,424-0842,静岡県静岡市清水区,春日2-3-25,,054-351-1155
52088,KIMONO工房 奏,120-0026,東京都足立区,千住旭町38番1号,東京千住ｱﾈｯｸｽ409号室,080-1237-3217
52089,Trunk.WEDDING,919-0441,福井県坂井市,春江町定重16-1,,080-1969-3362
52090,㈱ジャパンビジュアルサポート,939-8082,富山県富山市,小泉町44,,076-482-5056
52091,キモノールベース瀬戸花見月,929-1706,石川県鹿島郡中能登町,瀬戸ｶ16,,0767-74-0807
52092,㈱ノバレーゼ,921-8025,石川県金沢市,増泉2丁目7-19,ｼﾃｨｰｶﾞｰﾃﾞﾝ増泉1F,076-242-8002
52093,㈱塗装館エス･エス,929-1606,石川県鹿島郡中能登町,上後山と10番地,,0767-72-4222
52094,㈱Ａｙｌｉｎａ,862-0975,熊本県熊本市中央区,新屋敷1-9-2,,096-371-0255
52095,㈱Ａｙｌｉｎａ,801-0841,福岡県北九州市門司区,西海岸1丁目3-3,関門海峡ﾐｭｰｼﾞｱﾑ5F,070-5813-7212
52096,㈱ノバレーゼ,651-0086,兵庫県神戸市中央区,磯上通8-3-5,明治安田生命神戸ﾋﾞﾙ2F,078-272-2323
52097,㈱クラウディア リース事業部,601-8353,京都府京都市南区,吉祥院這登中町18番地,,075-691-3388
52098,㈱ノバレーゼ 名古屋,460-0003,愛知県名古屋市中区,錦3-24-24,錦324ﾋﾞﾙ 3F,052-955-3388
52099,㈱ウェイバーズ インターナショナル,530-0041,大阪府大阪市北区,天神橋3-5-3,GOX南森町ﾋﾞﾙ1階,06-6136-1112
52100,㈲日本活性濾過工業,252-0141,神奈川県相模原市緑区,相原2-13-7,,042-773-4481
52101,アイ･ケイ･ケイ㈱ 水戸,310-0851,茨城県水戸市,千波町2692-1,,029-240-4360
52102,㈱ブランド買取ブランドハンズ,564-0051,大阪府吹田市,豊津町10-31,ｸﾙｰｽﾞ江坂ﾋﾞﾙ201,06-6170-3530
52103,miki kojima,071-0207,北海道上川郡美瑛町,中町3丁目2-22,ﾎﾟﾗﾘｽBIEI202,070-8505-6035
52104,㈱ケーアイ名古屋,452-0833,愛知県名古屋市西区,山木1-53,,052-325-8667
59999,個人（CL福井工場 現金売上）,,福井県,,,
60010,かく勇　　　　　　　　　ｵﾘ,440-0076,愛知県豊橋市,大橋通1-44,,0532-55-1021
60011,写真の丸岡　　　　　　　ｵﾘ,470-2345,愛知県知多郡武豊町,西門75-2,,0569-73-0207
60012,株式会社メディアクリエイト　　ｵﾘ,470-1127,愛知県豊明市,三崎町ゆたか台28-8,,056-257-9988
60013,スタジオ　ハーベスト　　　ｵﾘ名,496-0862,愛知県津島市,城山町2-126-2,,0567-24-2737
60014,ココロフル　おのだｻﾝﾊﾟｰｸ店　　ｵﾘ,756-0806,山口県山陽小野田市,中川6-4-1,,0836-39-9460
60015,有限会社　シマカゲ　　　ｵﾘ,507-0063,岐阜県多治見市,松坂町2-23-2,,0572-44-8888
60016,衣舞　各務原店　　　　　ｵﾘ,504-0838,岐阜県各務原市,那加不動丘2-8-1,,
60017,有限会社　山田写真館　　　　ｵﾘ,394-0028,長野県岡谷市,本町4-10-9,,
60018,㈱ﾌﾞﾗｲﾀﾞﾙﾌｧｯｼｮﾝダイワ　　　ｵﾘ,440-0812,愛知県豊橋市,東新町73-23,,0532-55-8111
60019,桜工房　　　　　　　ｵﾘ,471-0029,愛知県豊田市,桜町2-69,,0565-32-7747
60020,衣舞　岐阜長良店　　ｵﾘ,502-0817,岐阜県岐阜市,長良福光東1-25-13,,
60021,ﾚﾝﾀﾙﾌﾞﾃｨｯｸ　東京軒　　ｵﾘ,444-0044,愛知県岡崎市,康生通南1-36,,0564-21-2907
60022,渡辺カメラ　有限会社　　ｵﾘ,405-0006,山梨県山梨市,小原西1122-1,,0553-23-0001
60023,株式会社　ウメショウ　　ｵﾘ,501-0204,岐阜県瑞穂市,馬場春雨町2-24,,058-327-2901
60024,写真の双葉　　　ｵﾘ,675-0031,兵庫県加古川市,加古川町北在家2554,,079-421-2777
60025,スタジオ　オラクル　　ｵﾘ,432-8061,静岡県浜松市西区,入野町19954-707,,053-447-8535
60026,衣舞　岐阜六条店　　　ｵﾘ,500-8358,岐阜県岐阜市,六条南2-20-13,,
60027,株式会社　福田カメラ　　ｵﾘ,436-0091,静岡県掛川市,城下7-5,,0537-23-0121
60028,㈱松枝衣裳店総本店,464-0067,愛知県名古屋市千種区,池下1-10-15,,052-761-3121
60029,ブライズビレッジ㈱,460-0003,愛知県名古屋市中区,錦1-18-24,,052-218-2515
60030,衣舞　大垣店　　　ｵﾘ,503-0032,岐阜県大垣市,熊野町字兵下1071-1,,
60031,デグチビルディング㈱,414-0044,静岡県伊東市,川奈1439-1,,0557-44-4666
60032,(名)三井屋,460-0011,愛知県名古屋市中区,大須3-36-11,,052-242-2225
60062,㈱ラビアンローゼ名古屋,460-0002,愛知県名古屋市中区,丸の内3-17-13,いちご丸の内ﾋﾞﾙ 2F,052-950-5015
60128,STUDIO FERICE,464-0067,愛知県名古屋市千種区,池下1-10-15,,052-761-3121
60148,㈱平安閣,491-0005,愛知県一宮市,西大海道金底77-1,,0586-81-0090
60149,㈱アメリ,460-0008,愛知県名古屋市中区,栄4-6-1,ﾍﾞｽﾄｳｴｽﾀﾝﾎﾃﾙ　3F,052-269-3188
60159,㈱クレールコーポレーション,450-0002,愛知県名古屋市中村区,名駅3-19-18,ｺｽﾁｭｰﾑ6F,052-561-7727
60160,㈲アイブライズ,400-0306,山梨県南アルプス市,小笠原1789,,055-282-1188
60161,㈱レジット,460-0002,愛知県名古屋市中区,丸の内3-21-25,,052-731-2241
60162,㈱マルイチ,464-0850,愛知県名古屋市千種区,今池1-17-3,,052-741-0120
60163,㈱平安閣,464-0075,愛知県名古屋市千種区,内山1-18-12,,052-731-2241
60164,キモノギャラリーまるやま,454-0927,愛知県名古屋市中川区,打中1-246,,052-362-6822
60165,㈱フォーシスアンドカンパニー,460-0023,愛知県名古屋市中区,金山町1-1-1,ANAｸﾗｳﾝﾌﾟﾗｻﾞﾎﾃﾙｸﾞﾗﾝｺｰﾄ名古屋4F,052-526-0050
60166,不二写真スタジオ,454-0903,愛知県名古屋市中川区,柳瀬町1-3,,052-361-7722
60168,新木屋,462-0844,愛知県名古屋市北区,清水2-2-7,,052-931-2808
60170,チャコット㈱,386-1106,長野県上田市,小泉794-5,,0268-28-6311
60171,THE PARK BANQUET,460-0003,愛知県名古屋市中区,錦3-6-15,名古屋TV塔 4F,052-951-8825
60172,㈱かね宗,446-0026,愛知県安城市,安城町広美14-1,,0566-75-5298
60173,㈱フォーシスアンドカンパニー,460-0007,愛知県名古屋市中区,新栄1-5-8,広小路ｱｸｱﾌﾟﾚｲｽ11F,052-526-0050
60175,㈱３０５,451-0031,愛知県名古屋市西区,城西5-22-4,,052-750-3060
60176,ＳＧ㈱,460-0003,愛知県名古屋市中区,錦3-2-32,錦ｱｸｼｽﾋﾞﾙ 8F,052-253-6168
60177,㈱なごや大丸,461-0004,愛知県名古屋市東区,葵2-14-16,,052-935-0773
60178,アイ･ケイ･ケイ㈱ 岡崎,444-0834,愛知県岡崎市,柱町字下荒子17-1,,0564-54-8177
60179,㈱エヌワンツアー,460-0003,愛知県名古屋市中区,錦3-4-13,2F,052-951-4891
60180,㈱Grand Slam,450-0002,愛知県名古屋市中村区,名駅5丁目16番地17号,花車ﾋﾞﾙ7階,090-2130-5190
60181,衣裳工房 織花 折原俊哉,349-0221,埼玉県白岡市,上野田586,,0480-92-3721
60182,㈱フォーシスアンドカンパニー,510-0822,三重県四日市市,芝田1-1-6,ｸﾞﾚｲｽﾋﾞﾙ2F,059-359-6555
60183,㈱エス ピー エム,460-0002,愛知県名古屋市中区,丸の内2-7-19,丸の内ﾀﾅｶﾋﾞﾙ4F,052-220-7970
60184,㈱フォーシスアンドカンパニー,420-0857,静岡県静岡市葵区,御幸町11-30,ｴｸｾﾙﾜｰﾄﾞ静岡ﾋﾞﾙ2F,054-205-1800
60185,蒲郡クラシックホテル,443-0031,愛知県蒲郡市,竹島町15-1,蒲郡ｸﾗｼｯｸﾎﾃﾙ,0533-68-1111
60186,㈱写真のみくに,466-0845,愛知県名古屋市昭和区,藤成通4-10,,052-842-5060
60187,㈱PLANETS STUDIO POSY,458-0810,愛知県名古屋市緑区,八つ松2-101,,052-625-1100
60188,㈱アトリエはるか,460-0003,愛知県名古屋市中区,錦3-4-6,桜通大津第一生命ﾋﾞﾙﾃﾞｨﾝｸﾞ3F,052-953-0800
60189,㈱北徳,467-0856,愛知県名古屋市瑞穂区,新開町22-18,,052-882-2968
60190,名古屋ｳｴﾃﾞｨﾝｸﾞ&ﾌﾗﾜｰﾋﾞｭｰﾃｨ学院,462-8580,愛知県名古屋市北区,平安2-15-43,,052-917-0001
60191,㈱アイムワールド,458-0033,愛知県名古屋市緑区,相原郷2-606,,052-621-0708
60192,(資)天野写真室,460-0008,愛知県名古屋市中区,栄3丁目1-26,本町牧野ﾋﾞﾙ8階D,052-211-9905
60193,㈱タートル,486-0833,愛知県春日井市,上条町5－7,,0568-81-2706
60194,㈱ワンエイト(五一),460-0007,愛知県名古屋市中区,新栄1-26-5,,052-262-0051
60195,THE SEA WEDDING,444-1161,愛知県安城市,姫小川町北門原22,,090-4793-9418
60196,株式会社　ｼﾞｮｲﾌﾙまるやま*禁,150-0001,東京都渋谷区,神宮前6-12-23,原宿山田ﾋﾞﾙ2Fﾄﾞﾚｽﾍﾞﾈﾃﾞｨﾀ表参道店,03-6451-1471
60197,ドレスベネデッタ 名古屋店,460-0008,愛知県名古屋市中区,栄4-2-29,名古屋広小路ﾌﾟﾚｲｽﾋﾞﾙ3F,052-269-0912
60198,佐々智恵子バレエ団,464-0807,愛知県名古屋市千種区,東山通4-2-1,,052-753-3600
60199,㈲むらまつリーベリー,444-0011,愛知県岡崎市,欠町足延41-1,,0564-26-3323
60200,㈱松枝衣裳店総本店,464-0067,愛知県名古屋市千種区,池下1-10-15,,052-761-3121
60201,㈲ごとうクリーニング,486-0927,愛知県春日井市,柏井町3-35,,0568-84-1082
60202,㈱平安閣 美翔苑 四間道,451-0042,愛知県名古屋市西区,那古野1-34-3,,052-462-8073
60203,㈲ピュア ブライズベリー,460-0008,愛知県名古屋市中区,栄3-31-13,加地ﾋﾞﾙ3F,052-684-5473
60204,スタジオ･クニ,465-0035,愛知県名古屋市名東区,豊が丘1203,,052-776-0092
60205,ガーデンレストラン徳川園*社変60250,461-0023,愛知県名古屋市東区,徳川町1001,,052-932-7875
60206,㈱フォーシスアンドカンパニー,530-0017,大阪府大阪市北区,角田町8-47,阪急ｸﾞﾗﾝﾄﾞﾋﾞﾙ20F,06-6362-6011
60207,㈱フォーシスアンドカンパニー,500-8175,岐阜県岐阜市,長住町9-11,TANAKAﾋﾞﾙ 4F,058-252-3126
60208,㈲エミシオン,466-0849,愛知県名古屋市昭和区,南分町2-6,南分ﾊｲﾂ1,052-848-8166
60209,㈱La Bridge,460-0007,愛知県名古屋市中区,新栄3-3-9,GIﾋﾞﾙ千種102,052-217-4343
60210,㈱三洋物産,464-0850,愛知県名古屋市千種区,今池3-9-21,,052-733-3401
60211,㈱なごやか,431-3107,静岡県浜松市東区,笠井町248,,053-435-4515
60212,㈱オーエスティー 第２事業部,451-0066,愛知県名古屋市西区,児玉1-5-17,,052-521-0366
60213,㈲三和クリーニング,468-0066,愛知県名古屋市天白区,元八事2-105,,052-834-3366
60214,㈱イーデザイン,451-0082,愛知県名古屋市西区,大金町1-48,,052-887-4347
60215,㈱フォーシスアンドカンパニー,444-0037,愛知県岡崎市,祐金町125,ｼﾞﾌﾞﾗﾙﾀ生命岡崎ﾋﾞﾙ1F,0564-23-0030
60216,田中,466-0838,愛知県名古屋市昭和区,五軒家町30-21,,
60217,㈱平安閣,463-0018,愛知県名古屋市守山区,桜坂1-401,,052-739-1118
60218,㈱アスピカ,500-8358,岐阜県岐阜市,六条南2-6-21,,058-274-5201
60219,Bellezza ベレッツァ,486-0912,愛知県春日井市,高山町1-8-2,ｴｽﾃｰﾄ高山202,090-9225-1798
60220,㈱ﾄﾗﾝｼﾞｯﾄｵﾍﾟﾚｰｼｮﾝｻｰﾋﾞｽ,450-6660,愛知県名古屋市中村区,名駅1-1-3,名古屋JRｹﾞｰﾄﾀﾜｰﾎﾃﾙ15F,052-581-4600
60221,フォーチュンヴェール㈱,479-0882,愛知県常滑市,りんくう町3-10-3,,0569-38-9588
60222,㈱Harvest Studio Harvest/82Honey,496-0862,愛知県津島市,城山町2-126-2,,052-253-8251
60223,kimono jubile,463-0091,愛知県名古屋市守山区,川上町55-2,,080-3645-6780
60224,㈱WAMM,431-1304,静岡県浜松市北区,細江町中川882-4,,090-6592-7655
60225,㈱Cｰプラス,399-8204,長野県安曇野市,豊科高家1036,,0263-71-1201
60226,わ蔵,462-0844,愛知県名古屋市北区,清水5-13-1-103,,052-990-4120
60227,Ambihone株式会社,460-0003,愛知県名古屋市中区,錦2-18-19,三井住友銀行名古屋ﾋﾞﾙ1F,052-228-6033
60228,衣料の美容室,652-0807,兵庫県神戸市兵庫区,浜崎通1-35,,078-671-2292
60229,㈱ホームドライ,473-0932,愛知県豊田市,堤町下町32,,0565-52-3219
60230,富士クリーニング,492-8184,愛知県稲沢市,日下部松野町1-58,,0587-32-5258
60231,㈱ティーブライド,470-1132,愛知県豊明市,間米町敷田1225-12,,0562-91-3381
60232,小橋 元気,452-0822,愛知県名古屋市西区,中小田井5-257-1,,090-8077-2438
60233,フォトスタジオ Neo Princess,455-0803,愛知県名古屋市港区,入場2丁目1710-2,,052-383-2755
60234,㈱あさひや,232-0023,神奈川県横浜市南区,白妙町1-3,,045-231-0438
60235,㈲竹内クリーニング,701-0211,岡山県岡山市南区,東畦171,,086-282-0309
60236,hap㈱,103-0012,東京都中央区,日本橋堀留町1-2-15,第三朝日ﾋﾞﾙ5F,03-5651-1775
60237,㈱真奈武,422-8076,静岡県静岡市駿河区,八幡5-9-18,,054-284-7255
60238,㈲フタバヤ,652-0802,兵庫県神戸市兵庫区,水木通6-4-11,,078-576-4441
60239,㈱THE ウーマニフティ,504-0912,岐阜県各務原市,那加桜町3丁目270番地1,,090-9191-9505
60240,㈱AK-LAB カワチドライクリーニング,657-0035,兵庫県神戸市灘区,友田町4丁目3番7号,,078-851-7781
60241,カネマツ㈱ ララ･モーダ,470-0135,愛知県日進市,岩崎台1丁目2207番地,,0561-74-2211
60242,スタジオ クレスト,464-0075,愛知県名古屋市千種区,内山1-23-24,ﾅｺﾞﾔｻﾛﾝ2F,090-2137-2023
60243,河岸ランドリー,467-0845,愛知県名古屋市瑞穂区,河岸1丁目3番3号,,052-811-2098
60244,クリーニングショップ ミヤタ,485-0011,愛知県小牧市,岩崎1500番地,,0568-77-1051
60245,山本屋 成彩苑,511-0088,三重県桑名市,南魚町71番地,,0594-22-0373
60246,Kimono たばた屋,481-0041,愛知県北名古屋市,九之坪梅田3,,0568-22-2661
60247,㈱ノバレーゼ 名古屋,460-0003,愛知県名古屋市中区,錦3-24-24,錦324ﾋﾞﾙ 3F,052-955-3388
60248,㈱小林写真館,670-0851,兵庫県姫路市,京口町30,,079-222-4488
60249,㈱米品,454-0860,愛知県名古屋市中川区,畑田町3-50,,052-382-2123
60250,㈱ゼットン,461-0023,愛知県名古屋市東区,徳川町1001,,052-932-7887
60251,㈱ノバレーゼ,104-0061,東京都中央区,銀座1-8-14,銀座YOMIKOﾋﾞﾙ3F,03-5524-1117
60252,㈲シャルマン studio charmant,460-0024,愛知県名古屋市中区,正木4-11-2,第2竹内ﾋﾞﾙ3階,090-7494-3317
60253,㈲みつもと,510-0089,三重県四日市市,西町14-3,,059-352-4050
60254,クリーニングやました,665-0047,兵庫県宝塚市,亀井町11-48,,0797-77-1221
60255,㈱東亜染織,670-0092,兵庫県姫路市,新在家本町5-1-24,,079-292-0601
60256,シューズリペア 45,455-0014,愛知県名古屋市港区,港楽3-13-11,,052-652-7483
60257,みつる屋,519-3204,三重県北牟婁郡紀北町,東長島3507,,0597-47-0221
60258,㈱丸三,900-0012,沖縄県那覇市,泊1-29-4,,098-943-6440
60259,㈱華屋,790-0916,愛媛県松山市,束本2-12-11,,089-946-2188
75000,沖縄ワタベウェディング㈱,900-0006,沖縄県那覇市,おもろまち4-19-39,ｸﾞﾗﾝﾄﾞﾃﾗｽ新都心1F,098-993-0055
75001,ワタベウエディング㈱,615-0046,京都府京都市右京区,西院西溝崎町20,,075-322-4110
75002,沖縄ワタベウェディング㈱,904-0404,沖縄県国頭郡恩納村,瀬良垣2260,ANAｲﾝﾀｰｺﾝﾁﾈﾝﾀﾙ万座ﾋﾞｰﾁﾘｿﾞｰﾄ内,098-982-3144
75003,沖縄ワタベウェディング㈱,901-0143,沖縄県那覇市,安次嶺1-10,,098-859-4139
75004,沖縄ワタベウェディング㈱,904-0328,沖縄県中頭郡読谷村,宇座675,,098-921-6377
75005,沖縄ワタベウェディング㈱石垣店,907-0002,沖縄県石垣市,真栄里354-1,,0980-88-0839
75006,沖縄ワタベウェディング㈱,904-0404,沖縄県国頭郡恩納村,瀬良垣2260,ANAｲﾝﾀｰｺﾝﾁﾈﾝﾀﾙ万座ﾋﾞｰﾁﾘｿﾞｰﾄ内,098-982-3422
75007,沖縄ワタベウェディング㈱,905-0026,沖縄県名護市,喜瀬115-2,喜瀬ﾋﾞｰﾁﾊﾟﾚｽ内,098-869-4201
75008,沖縄ワタベウェディング㈱,904-0404,沖縄県国頭郡恩納村,瀬良垣2260,ANAｲﾝﾀｰｺﾝﾁﾈﾝﾀﾙ万座ﾋﾞｰﾁﾘｿﾞｰﾄ内,098-966-1211
